date,direction,callsign_icao,flight_iata,airline,origin_icao,destination_icao,scheduled_utc,actual_utc,opensky_firstseen_utc,opensky_lastseen_utc,delay_minutes,avs_delay_minutes,status,terminal,gate,icao24,data_quality_delta_min,quality_flags
2026-07-21,dep,THY9SD,TK1061,Turkish Airlines,LTFM,LJLJ,2026-07-21T04:30:00+00:00,2026-07-21T04:56:00+00:00,2026-07-21T04:57:58+00:00,2026-07-21T06:52:59+00:00,26,8,landed,,A1G,4baa86,2,fuzzy_callsign_match
2026-07-21,dep,THY69W,TK187,Turkish Airlines,LTFM,KIAD,2026-07-21T04:40:00+00:00,2026-07-21T04:58:00+00:00,2026-07-21T04:59:45+00:00,2026-07-21T15:23:46+00:00,18,,landed,,D12,4bb190,2,fuzzy_callsign_match
2026-07-21,dep,THY9VT,TK1503,Turkish Airlines,LTFM,EDDN,2026-07-21T04:45:00+00:00,2026-07-21T05:01:00+00:00,2026-07-21T05:02:55+00:00,2026-07-21T07:28:07+00:00,16,,landed,,F12B,4baa8e,2,fuzzy_callsign_match
2026-07-21,dep,THY6DL,TK1981,Turkish Airlines,LTFM,EGKK,2026-07-21T04:55:00+00:00,2026-07-21T05:04:00+00:00,2026-07-21T05:05:58+00:00,2026-07-21T08:39:29+00:00,9,,landed,,B7A,4bb20a,2,fuzzy_callsign_match
2026-07-21,dep,THY6EU,TK1701,Turkish Airlines,LTFM,EDDS,2026-07-21T04:50:00+00:00,2026-07-21T05:04:00+00:00,2026-07-21T05:06:01+00:00,2026-07-21T07:35:25+00:00,14,,landed,,F9A,4ba913,2,fuzzy_callsign_match
2026-07-21,dep,THY6XK,TK1407,Turkish Airlines,LTFM,EYVI,2026-07-21T04:50:00+00:00,2026-07-21T05:09:00+00:00,2026-07-21T05:10:19+00:00,2026-07-21T07:31:25+00:00,19,,landed,,C3,4bb206,1,fuzzy_callsign_match
2026-07-21,dep,THY30S,TK1979,Turkish Airlines,LTFM,EGLL,2026-07-21T04:50:00+00:00,2026-07-21T05:10:00+00:00,2026-07-21T05:12:02+00:00,2026-07-21T08:34:11+00:00,20,,landed,,D13,4ba946,2,fuzzy_callsign_match
2026-07-21,dep,THY6CF,TK1381,Turkish Airlines,LTFM,LOWS,2026-07-21T04:50:00+00:00,2026-07-21T05:13:00+00:00,2026-07-21T05:15:08+00:00,2026-07-21T07:23:22+00:00,23,,landed,,A1E,4bab21,2,fuzzy_callsign_match
2026-07-21,dep,THY9EB,TK1321,Turkish Airlines,LTFM,LIPE,2026-07-21T04:50:00+00:00,2026-07-21T05:14:00+00:00,2026-07-21T05:16:01+00:00,2026-07-21T07:48:25+00:00,24,19,landed,,F8A,4bb20d,2,fuzzy_callsign_match
2026-07-21,dep,THY2CT,TK1991,Turkish Airlines,LTFM,EGCC,2026-07-21T06:55:00+00:00,2026-07-21T07:07:00+00:00,2026-07-21T05:17:05+00:00,2026-07-21T08:59:45+00:00,12,,landed,,B5A,4bb283,-110,fuzzy_callsign_match
2026-07-21,dep,THY2FB,TK1587,Turkish Airlines,LTFM,EDDF,2026-07-21T04:55:00+00:00,2026-07-21T05:18:00+00:00,2026-07-21T05:19:19+00:00,2026-07-21T07:53:23+00:00,23,,landed,,B17,4ba930,1,fuzzy_callsign_match
2026-07-21,dep,THY3QX,TK1369,Turkish Airlines,LTFM,LMML,2026-07-21T04:50:00+00:00,2026-07-21T05:24:00+00:00,2026-07-21T05:25:13+00:00,2026-07-21T07:20:51+00:00,34,,landed,,D1,4baac1,1,fuzzy_callsign_match
2026-07-21,dep,THY7KF,TK1883,Turkish Airlines,LTFM,LOWW,2026-07-21T05:00:00+00:00,2026-07-21T05:24:00+00:00,2026-07-21T05:26:30+00:00,2026-07-21T07:15:48+00:00,24,1,landed,,F18,4bb141,2,fuzzy_callsign_match
2026-07-21,dep,THY4XL,TK1641,Turkish Airlines,LTFM,EDDM,2026-07-21T07:00:00+00:00,2026-07-21T07:27:00+00:00,2026-07-21T05:29:53+00:00,2026-07-21T07:46:44+00:00,27,8,landed,,A1C,4bb1c7,-117,fuzzy_callsign_match
2026-07-21,dep,THY47B,TK131,Turkish Airlines,LTFM,KATL,2026-07-21T05:05:00+00:00,2026-07-21T05:30:00+00:00,2026-07-21T05:32:45+00:00,2026-07-21T16:56:11+00:00,25,,landed,,D14,4bb199,3,fuzzy_callsign_match
2026-07-21,dep,THY1HM,TK2820,Turkish Airlines,LTFM,LTCG,2026-07-21T05:20:00+00:00,2026-07-21T05:35:00+00:00,2026-07-21T05:36:17+00:00,2026-07-21T06:54:13+00:00,15,,active,,G1D,4ba916,1,fuzzy_callsign_match
2026-07-21,dep,THY1RV,TK2260,Turkish Airlines,LTFM,LTFD,2026-07-21T05:20:00+00:00,2026-07-21T05:37:00+00:00,2026-07-21T05:39:21+00:00,2026-07-21T06:14:47+00:00,17,,active,,G11B,4baa0a,2,fuzzy_callsign_match
2026-07-21,dep,THY8HX,TK2410,Turkish Airlines,LTFM,LTAI,2026-07-21T05:25:00+00:00,2026-07-21T05:43:00+00:00,2026-07-21T05:44:34+00:00,2026-07-21T06:35:09+00:00,18,,landed,,G3C,4bb14a,2,fuzzy_callsign_match
2026-07-21,dep,THY3JL,TK1853,Turkish Airlines,LTFM,LEBL,2026-07-21T05:00:00+00:00,2026-07-21T06:00:00+00:00,2026-07-21T06:02:30+00:00,2026-07-21T09:21:56+00:00,60,37,landed,,A4C,4ba9cf,2,fuzzy_callsign_match
2026-07-21,dep,WZZ2419,W62430,Wizz Air,LTFM,LHBP,2026-07-21T06:25:00+00:00,2026-07-21T06:36:00+00:00,2026-07-21T06:38:09+00:00,2026-07-21T08:10:43+00:00,11,,landed,,A3B,471dbd,2,fuzzy_callsign_match
2026-07-21,dep,THY5CJ,TK2412,Turkish Airlines,LTFM,LTAI,2026-07-21T06:40:00+00:00,2026-07-21T06:51:00+00:00,2026-07-21T06:52:26+00:00,2026-07-21T07:44:59+00:00,11,,landed,,G3J,4baa72,1,fuzzy_callsign_match
2026-07-21,dep,THY6QL,TK1789,Turkish Airlines,LTFM,ESSA,2026-07-21T06:55:00+00:00,2026-07-21T07:15:00+00:00,2026-07-21T07:16:46+00:00,2026-07-21T10:20:54+00:00,20,,landed,,F2,4bb28d,2,fuzzy_callsign_match
2026-07-21,dep,THY6TG,TK2506,Turkish Airlines,LTFM,LTFE,2026-07-21T06:50:00+00:00,2026-07-21T07:16:00+00:00,2026-07-21T07:17:57+00:00,2026-07-21T08:07:28+00:00,26,,landed,,G3G,4baa42,2,fuzzy_callsign_match
2026-07-21,dep,THY4BQ,TK976,Turkish Airlines,LTFM,LCEN,2026-07-21T07:00:00+00:00,2026-07-21T07:20:00+00:00,2026-07-21T07:22:09+00:00,2026-07-21T08:33:47+00:00,20,,landed,,A8A,4baa0c,2,fuzzy_callsign_match
2026-07-21,dep,THY2XR,TK1729,Turkish Airlines,LTFM,EDDB,2026-07-21T07:00:00+00:00,2026-07-21T07:38:00+00:00,2026-07-21T07:40:02+00:00,2026-07-21T09:57:29+00:00,38,7,landed,,F15,4bb1e6,2,fuzzy_callsign_match
2026-07-21,dep,THY5TP,TK6403,Turkish Airlines,LTFM,EDDF,2026-07-21T10:30:00+00:00,,2026-07-21T08:38:44+00:00,2026-07-21T11:15:53+00:00,-111,,scheduled,,,4ba9e4,,fuzzy_callsign_match
2026-07-21,dep,THY6DT,TK2422,Turkish Airlines,LTFM,LTAI,2026-07-21T11:15:00+00:00,2026-07-21T11:24:00+00:00,2026-07-21T08:50:39+00:00,2026-07-21T09:43:40+00:00,9,,active,,G3J,4ba9ab,-153,actuals_disagree|fuzzy_callsign_match
2026-07-21,dep,THY6RP,TK1527,Turkish Airlines,LTFM,EDDL,2026-07-21T12:05:00+00:00,2026-07-21T12:57:00+00:00,2026-07-21T09:05:40+00:00,2026-07-21T11:57:27+00:00,52,,active,,B18,4bb28f,-231,actuals_disagree|fuzzy_callsign_match
2026-07-21,dep,THY5ZV,TK1833,Turkish Airlines,LTFM,LFPG,2026-07-21T11:10:00+00:00,2026-07-21T11:49:00+00:00,2026-07-21T09:36:04+00:00,2026-07-21T12:51:39+00:00,39,,active,,A1E,4bb205,-133,actuals_disagree|fuzzy_callsign_match
2026-07-21,dep,THY6GU,TK2514,Turkish Airlines,LTFM,LTFE,2026-07-21T12:05:00+00:00,2026-07-21T12:16:00+00:00,2026-07-21T10:02:09+00:00,2026-07-21T10:54:25+00:00,11,,active,,G2B,4bab2c,-134,actuals_disagree|fuzzy_callsign_match
2026-07-21,dep,THY5TD,TK978,Turkish Airlines,LTFM,LCEN,2026-07-21T11:25:00+00:00,2026-07-21T11:35:00+00:00,2026-07-21T10:33:00+00:00,2026-07-21T11:39:29+00:00,10,,active,,F3A,4ba90d,-62,fuzzy_callsign_match
2026-07-21,dep,THY1PY,TK6425,Turkish Airlines,LTFM,EIDW,2026-07-21T11:15:00+00:00,,2026-07-21T10:50:32+00:00,2026-07-21T14:50:37+00:00,-24,,,,,4bb20e,,fuzzy_callsign_match
2026-07-21,dep,THY3UN,TK1971,Turkish Airlines,LTFM,EGLL,2026-07-21T11:50:00+00:00,2026-07-21T12:33:00+00:00,2026-07-21T11:02:39+00:00,2026-07-21T14:20:29+00:00,43,,landed,,D14,4bb10c,-90,fuzzy_callsign_match
2026-07-21,dep,THY6ZM,TK1953,Turkish Airlines,LTFM,EHAM,2026-07-21T11:55:00+00:00,2026-07-21T12:05:00+00:00,2026-07-21T11:11:32+00:00,2026-07-21T14:19:19+00:00,10,,active,,A10,4bb270,-53,fuzzy_callsign_match
2026-07-21,dep,THY2XW,TK1969,Turkish Airlines,LTFM,EGBB,2026-07-21T11:30:00+00:00,2026-07-21T11:46:00+00:00,2026-07-21T11:48:08+00:00,2026-07-21T15:28:19+00:00,16,,active,,F1A,4bb212,2,fuzzy_callsign_match
2026-07-21,dep,THY60C,TK1995,Turkish Airlines,LTFM,EGCC,2026-07-21T11:20:00+00:00,2026-07-21T11:56:00+00:00,2026-07-21T11:58:40+00:00,2026-07-21T15:40:23+00:00,36,,active,,F7A,4bb214,3,fuzzy_callsign_match
2026-07-21,dep,THY7ZV,TK1079,Turkish Airlines,LTFM,LYBE,2026-07-21T11:25:00+00:00,2026-07-21T12:00:00+00:00,2026-07-21T12:02:22+00:00,2026-07-21T13:22:54+00:00,35,,active,,D3,4baa8b,2,fuzzy_callsign_match
2026-07-21,dep,THY8QB,TK1897,Turkish Airlines,LTFM,LOWW,2026-07-21T11:15:00+00:00,2026-07-21T12:01:00+00:00,2026-07-21T12:03:09+00:00,2026-07-21T13:54:18+00:00,46,,active,,F8A,4bb289,2,fuzzy_callsign_match
2026-07-21,dep,THY31K,TK31,Turkish Airlines,LTFM,KATL,2026-07-21T11:45:00+00:00,2026-07-21T12:10:00+00:00,2026-07-21T12:12:09+00:00,2026-07-21T23:28:26+00:00,25,,active,,D12,4bb188,2,fuzzy_callsign_match
2026-07-21,dep,THY5QT,TK1855,Turkish Airlines,LTFM,LEBL,2026-07-21T12:00:00+00:00,2026-07-21T12:20:00+00:00,2026-07-21T12:22:40+00:00,2026-07-21T15:46:24+00:00,20,,active,,B15,4ba9cd,3,fuzzy_callsign_match
2026-07-21,dep,THY4BZ,TK1763,Turkish Airlines,LTFM,EFHK,2026-07-21T12:05:00+00:00,2026-07-21T12:30:00+00:00,2026-07-21T12:32:00+00:00,2026-07-21T15:33:24+00:00,25,,active,,B12B,4baa65,2,fuzzy_callsign_match
2026-07-21,dep,THY7HQ,TK1313,Turkish Airlines,LTFM,LEVC,2026-07-21T12:00:00+00:00,2026-07-21T12:30:00+00:00,2026-07-21T12:32:06+00:00,2026-07-21T16:15:51+00:00,30,,active,,F4B,4bb288,2,fuzzy_callsign_match
2026-07-21,dep,THY8WZ,TK1795,Turkish Airlines,LTFM,ESSA,2026-07-21T12:00:00+00:00,2026-07-21T12:37:00+00:00,2026-07-21T12:39:08+00:00,2026-07-21T15:46:03+00:00,37,,active,,B7B,4bb20b,2,fuzzy_callsign_match
2026-07-21,dep,THY1HZ,TK1939,Turkish Airlines,LTFM,EBBR,2026-07-21T12:05:00+00:00,2026-07-21T12:53:00+00:00,2026-07-21T12:56:02+00:00,2026-07-21T15:48:18+00:00,48,,active,,F14,4ba9d2,3,fuzzy_callsign_match
2026-07-21,dep,THY1WS,TK2328,Turkish Airlines,LTFM,LTBJ,2026-07-21T12:00:00+00:00,2026-07-21T12:06:00+00:00,2026-07-21T13:17:15+00:00,2026-07-21T13:52:59+00:00,6,,active,,G2A,4baa13,71,fuzzy_callsign_match
2026-07-21,dep,MFX316,C6316,My Freighter,LTFM,UZFF,2026-07-21T02:00:00+00:00,2026-07-21T02:17:00+00:00,,,17,,active,,A6B,,,unconfirmed_movement
2026-07-21,dep,NVD3019,X93019,Avion Express,LTFM,DAAG,2026-07-21T02:00:00+00:00,2026-07-21T03:00:00+00:00,,,60,43,landed,,F4B,,,unconfirmed_movement
2026-07-21,dep,THY6182,TK6182,Turkish Airlines,LTFM,OTHH,2026-07-21T01:25:00+00:00,2026-07-21T01:38:00+00:00,,,13,12,landed,,,,,unconfirmed_movement
2026-07-21,dep,AFR1391,AF1391,Air France,LTFM,LFPG,2026-07-21T01:25:00+00:00,2026-07-21T01:34:00+00:00,,,9,,landed,,A3B,,,unconfirmed_movement
2026-07-21,dep,THY6620,TK6620,Turkish Airlines,LTFM,ORBI,2026-07-20T21:10:00+00:00,2026-07-20T21:17:00+00:00,,,7,5,landed,,,,,unconfirmed_movement
2026-07-21,dep,AFL2133,SU2133,Aeroflot,LTFM,UUEE,2026-07-21T01:00:00+00:00,2026-07-21T01:03:00+00:00,,,3,,active,,B2,,,unconfirmed_movement
2026-07-21,dep,RJA8164,RJ8164,Royal Jordanian,LTFM,OJAI,2026-07-20T21:45:00+00:00,2026-07-20T22:03:00+00:00,,,18,1,landed,,,,,unconfirmed_movement
2026-07-21,dep,THY360,TK360,Turkish Airlines,LTFM,UDYZ,2026-07-20T23:40:00+00:00,2026-07-20T23:57:00+00:00,,,17,,active,,E3,,,unconfirmed_movement
2026-07-21,dep,DAH3023,AH3023,Air Algerie,LTFM,DABC,2026-07-20T23:30:00+00:00,2026-07-20T23:38:00+00:00,,,8,,active,,F12A,,,unconfirmed_movement
2026-07-21,dep,THY86,TK86,Turkish Airlines,LTFM,RJBB,2026-07-20T23:25:00+00:00,2026-07-20T23:43:00+00:00,,,18,,landed,,D6,,,unconfirmed_movement
2026-07-21,dep,THY407,TK407,Turkish Airlines,LTFM,UUWW,2026-07-20T23:20:00+00:00,2026-07-20T23:51:00+00:00,,,31,3,active,,F6,,,unconfirmed_movement
2026-07-21,dep,THY429,TK429,Turkish Airlines,LTFM,UWKD,2026-07-20T23:15:00+00:00,2026-07-20T23:24:00+00:00,,,9,,landed,,F19,,,unconfirmed_movement
2026-07-21,dep,THY160,TK160,Turkish Airlines,LTFM,FIMP,2026-07-20T23:15:00+00:00,2026-07-20T23:31:00+00:00,,,16,,landed,,D8,,,unconfirmed_movement
2026-07-21,dep,THY84,TK84,Turkish Airlines,LTFM,RPLL,2026-07-20T23:15:00+00:00,2026-07-20T23:48:00+00:00,,,33,,landed,,A1H,,,unconfirmed_movement
2026-07-21,dep,THY164,TK164,Turkish Airlines,LTFM,VVNB,2026-07-20T23:10:00+00:00,2026-07-20T23:17:00+00:00,,,7,,landed,,F17,,,unconfirmed_movement
2026-07-21,dep,FDB756,FZ756,flydubai,LTFM,OMDB,2026-07-20T23:10:00+00:00,2026-07-20T23:21:00+00:00,,,11,,landed,,F3A,,,unconfirmed_movement
2026-07-21,dep,THY698,TK698,Turkish Airlines,LTFM,HESH,2026-07-20T23:05:00+00:00,2026-07-20T23:22:00+00:00,,,17,,active,,A2A,,,unconfirmed_movement
2026-07-21,dep,THY198,TK198,Turkish Airlines,LTFM,RJTT,2026-07-20T23:05:00+00:00,2026-07-20T23:25:00+00:00,,,20,,landed,,B4,,,unconfirmed_movement
2026-07-21,dep,THY300,TK300,Turkish Airlines,LTFM,RJAA,2026-07-20T23:05:00+00:00,2026-07-20T23:20:00+00:00,,,15,,landed,,A6,,,unconfirmed_movement
2026-07-21,dep,SYR446,RB446,Syrian Air,LTFM,OSDI,2026-07-20T23:00:00+00:00,2026-07-20T22:43:00+00:00,,,-17,,active,,A2B,,,unconfirmed_movement
2026-07-21,dep,THY2440,TK2440,Turkish Airlines,LTFM,LTAI,2026-07-20T23:00:00+00:00,2026-07-20T23:13:00+00:00,,,13,,landed,,G7A,,,unconfirmed_movement
